%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1555652366138437632,139,1555652366138437632,map,7.45216711014e-05,0.000401158314271,-0.00120421263222,0.0255356562288,-0.685108850764,-0.000436010672574,0.727992859004
1555652366178477568,140,1555652366178477568,map,6.7170913628e-05,0.00043333636212,-0.00119423748069,0.0255486463718,-0.685107214997,-0.000429413369445,0.727993946562
1555652366218447360,141,1555652366218447360,map,0.000113557879931,0.000457000511547,-0.00120125330666,0.0255749442506,-0.685099470621,-0.000447563908832,0.728000300321
1555652366258417664,142,1555652366258417664,map,0.000149612145968,0.000376664722706,-0.00119716666639,0.0255741854978,-0.685097840217,-0.000459315282859,0.728001853978
1555652366298457600,143,1555652366298457600,map,0.000138853112024,0.000334945983277,-0.0011580433166,0.0255616736264,-0.685107919893,-0.000464218761583,0.727992804526
1555652366338427648,144,1555652366338427648,map,6.53319617992e-05,0.000294333863172,-0.00117421313964,0.0255183300913,-0.685112383805,-0.000445598308087,0.727990135805
1555652366378397440,145,1555652366378397440,map,3.4973431871e-05,0.000314548873194,-0.00116185119563,0.0255366440792,-0.685111536542,-0.000439545576354,0.727990294651
1555652366418437376,146,1555652366418437376,map,5.62283440777e-05,0.000328536276528,-0.00115929525381,0.0255512750751,-0.685101791637,-0.000466822616979,0.727998935106
1555652366458407680,147,1555652366458407680,map,9.58798511407e-05,0.0003270028359,-0.00120198014049,0.0255591054548,-0.685090283259,-0.000462502378621,0.728009493073
1555652366498377472,148,1555652366498377472,map,0.000124628273146,0.000302359038027,-0.00123292354645,0.0255613688055,-0.685090304707,-0.000466973431812,0.728009390569
1555652366538347520,149,1555652366538347520,map,5.08319166026e-05,0.000254518567718,-0.00122250843285,0.0255209167042,-0.685105286566,-0.000450515406045,0.72799672126
1555652366578387456,150,1555652366578387456,map,1.34796797088e-05,0.000261295814021,-0.00122829074557,0.0255278736363,-0.685100101533,-0.000452973423358,0.72800135533
1555652366618357504,151,1555652366618357504,map,0.000100539977561,0.000314276662539,-0.00131146275451,0.025552136009,-0.68507490538,-0.000463244118685,0.72802420823
1555652366658327552,152,1555652366658327552,map,0.000132554537735,0.000296940766046,-0.00127977376443,0.025561936238,-0.685070330698,-0.000483730194851,0.728028155649
1555652366698367488,153,1555652366698367488,map,0.000123015439977,0.000274615653226,-0.0012492790886,0.0255551666498,-0.685076668968,-0.000485005207783,0.728022428132
1555652366738337536,154,1555652366738337536,map,6.80839420317e-05,0.000293744384837,-0.00119254780705,0.0255217441187,-0.685096916774,-0.000462164050946,0.72800456153
1555652366778307328,155,1555652366778307328,map,7.53714648348e-05,0.000293055669865,-0.00119223975824,0.0255367486525,-0.685098521573,-0.000464257102157,0.728002523809
1555652366818347520,156,1555652366818347520,map,0.000117923247423,0.000340936685538,-0.00110621223384,0.0255583157431,-0.685102825242,-0.00048242951426,0.727997705081
1555652366858317568,157,1555652366858317568,map,0.000162191617239,0.000324454032896,-0.00116541946759,0.0255597641295,-0.685098434411,-0.00047497116962,0.728001791225
1555652366898287616,158,1555652366898287616,map,0.000184208044064,0.000237151141071,-0.00116932981915,0.0255500756536,-0.685102567886,-0.000483887541041,0.727998235549
1555652366938257408,159,1555652366938257408,map,0.000130503615156,0.000170581043699,-0.00119498832578,0.0255103738222,-0.685115281224,-0.000469632352929,0.727987672771
1555652366978297344,160,1555652366978297344,map,8.91586952204e-05,0.000180088497392,-0.00112601532159,0.0255308952594,-0.685124643598,-0.000469481265897,0.727978142329
1555652367018267648,161,1555652367018267648,map,0.000170135609416,0.000206260808834,-0.00116490436934,0.0255438418016,-0.685108770267,-0.000472632738262,0.727992624735
1555652367058237440,162,1555652367058237440,map,0.000183587989905,0.00023826612817,-0.0011040673499,0.0255883844664,-0.685015469294,-0.000484299763494,0.728078846597
1555652367098277632,163,1555652367098277632,map,-0.000328838177035,0.000126941934212,-0.0010681782363,0.0255414417021,-0.684858755294,-0.000557592263295,0.728227855238
1555652367138247424,164,1555652367138247424,map,-0.00186224169664,3.94817021638e-06,-0.00164290140112,0.025438368052,-0.684993040647,-0.000563144389574,0.728105148014
1555652367178217472,165,1555652367178217472,map,-0.00363081457024,-0.000301322096182,-0.00155060361431,0.0256962715656,-0.68388184727,-0.000790018578673,0.72913969613
1555652367218257408,166,1555652367218257408,map,-0.00867951464417,-0.000163421327669,-0.00330542465553,0.0253250707042,-0.683883601554,-0.0009712354404,0.729150819118
1555652367258227712,167,1555652367258227712,map,-0.0180630749045,0.000247820226346,-0.0054494947249,0.0252564408359,-0.684651993108,-0.000848624827464,0.728431905099
1555652367298197504,168,1555652367298197504,map,-0.0282917813198,0.00080366960899,-0.00584274536683,0.0249217655906,-0.685229746531,-0.000686772942795,0.727900150029
1555652367338167552,169,1555652367338167552,map,-0.0371332536564,0.00110957642495,-0.00551304886296,0.0248599980065,-0.685086138739,-0.000763348373439,0.728037348153
