#,timestamp,tx,ty,tz,qx,qy,qz,qw
1544592072.55122,-2.0043183163,6.5975342037,0,0,0,0.8968986547,0.4422361395,
1544592073.10396,-2.1858550461,6.8154722726,0,0,0,0.8979487809,0.4400999738,
1544592073.66305,-2.3614061486,7.0411633318,0,0,0,0.8975809551,0.4408496672,
1544592074.21557,-2.54458348,7.2572355629,0,0,0,0.8968289911,0.4423773962,
1544592074.76833,-2.7182092643,7.4683300301,0,0,0,0.8961839013,0.4436827864,
1544592075.56083,-2.8890859968,7.6909904553,0,0,0,0.8936497635,0.4487650836,
1544592076.75206,-3.0678994193,7.9256671575,0,0,0,0.8874255517,0.4609510713,
1544592080.38927,-3.1069735374,7.9657010418,0,0,0,0.9306990705,0.3657857844,
1544592080.947,-3.3227040655,8.1208914693,0,0,0,0.9581875542,0.2861408937,
1544592081.49971,-3.5653906632,8.2558689993,0,0,0,0.9719080994,0.2353606727,
1544592082.0525,-3.8172784648,8.3758945122,0,0,0,0.9742959149,0.2252719918,
1544592082.6052,-4.0578954066,8.4931883251,0,0,0,0.973232015,0.2298248138,
1544592083.16396,-4.3214184321,8.6178923474,0,0,0,0.9719533035,0.2351739267,
1544592083.71679,-4.5615639771,8.7388413257,0,0,0,0.9702939213,0.2419291349,
1544592084.26959,-4.8170341561,8.8520795983,0,0,0,0.9799679029,0.1991554902,
1544592085.30119,-5.0708313226,8.9387113006,0,0,0,0.9897773114,0.1426214356,
1544592086.32711,-5.335584419,9.004964983,0,0,0,0.9916820321,0.1287118764,
1544592087.6786,-5.6095461258,9.0670551703,0,0,0,0.9963020999,0.0859192982,
1544592088.23716,-5.8765443642,9.1354979401,0,0,0,0.9843528874,0.1762083799,
1544592088.78993,-6.1187821109,9.2512876186,0,0,0,0.9599938642,0.2800210361,
1544592089.34252,-6.3439911852,9.4043657905,0,0,0,0.9448037291,0.3276368622,
1544592089.89552,-6.5518121828,9.5750441421,0,0,0,0.94063192,0.3394283298,
1544592090.44806,-6.7686159921,9.7459287427,0,0,0,0.9411121257,0.3380946123,
1544592091.00092,-6.9887406623,9.9142951572,0,0,0,0.9485560359,0.3166092968,
1544592091.55377,-7.2247067396,10.0687262317,0,0,0,0.959584591,0.2814203487,
1544592092.11256,-7.4616958535,10.200201256,0,0,0,0.9678145228,0.2516645572,
1544592093.13819,-7.6814370568,10.3190396998,0,0,0,0.9695056096,0.2450691189,
1544592100.50214,-7.8897616634,10.429616991,0,0,0,0.9914376107,0.1305812549,
1544592100.89532,-7.8893189581,10.4213998657,0,0,0,0.999958222,0.009140803,
1544592101.20821,-7.8917872239,10.4072730084,0,0,0,-0.9952283043,0.0975736762,
1544592101.52766,-7.8941727426,10.3961286522,0,0,0,-0.9792688779,0.2025647177,
1544592101.92072,-7.8945720288,10.3852959824,0,0,0,-0.9460517737,0.3240154956,
1544592102.24006,-7.9031781751,10.3735177054,0,0,0,-0.9056011653,0.4241303212,
1544592102.71316,-7.9520464496,10.2821970263,0,0,0,-0.848972982,0.5284362552,
1544592103.11242,-8.0174998481,10.1122725097,0,0,0,-0.7887680934,0.6146908937,
1544592103.58514,-8.032260866,9.922815898,0,0,0,-0.7099632034,0.7042387733,
1544592104.05811,-8.0052367063,9.7330775326,0,0,0,-0.6244394605,0.7810732105,
1544592104.53717,-7.9281320883,9.5246877745,0,0,0,-0.5419892763,0.8403854023,
1544592105.24976,-7.7458400582,9.2318951844,0,0,0,-0.4502494311,0.8929028221,
1544592105.88222,-7.5466576461,8.984273228,0,0,0,-0.4271414792,0.9041848023,
1544592106.5148,-7.3524276779,8.7319730573,0,0,0,-0.4266055382,0.9044377894,
1544592107.15342,-7.1588735097,8.4799022225,0,0,0,-0.4422585183,0.8968876201,
1544592107.7862,-6.9837865106,8.2230669498,0,0,0,-0.4654984466,0.8850486971,
1544592108.41879,-6.8195707945,7.945823159,0,0,0,-0.4946020323,0.8691195715,
1544592109.05173,-6.678158395,7.6514880801,0,0,0,-0.544233632,0.8389337005,
1544592109.84367,-6.5561908271,7.4441069591,0,0,0,-0.4333540104,0.90122378,
1544592110.55617,-6.3498947002,7.2244181321,0,0,0,-0.3951114978,0.9186331718,
1544592111.50801,-6.1978948383,7.0201715552,0,0,0,-0.5008875263,0.8655123835,
1544592112.2204,-6.1969565081,7.009908601,0,0,0,-0.5884223188,0.808553755,
1544592113.01274,-6.1091311033,6.6656822184,0,0,0,-0.597651158,0.8017562555,
1544592114.20421,-5.9850653438,6.3232813278,0,0,0,-0.5849478882,0.8110708773,
1544592115.54932,-5.8510982637,5.9804460771,0,0,0,-0.5399806177,0.8416774516,
1544592116.34124,-5.6850883054,5.68353982,0,0,0,-0.4671537659,0.8841760905,
1544592116.97399,-5.482509605,5.427471526,0,0,0,-0.4140395242,0.910258904,
1544592117.52686,-5.2941995306,5.2213273504,0,0,0,-0.392170777,0.9198924294,
1544592118.07961,-5.1080891292,5.0177683716,0,0,0,-0.4131698747,0.9106539708,
1544592118.63836,-4.9289019885,4.8053471806,0,0,0,-0.4216650301,0.9067516762,
1544592125.91651,-4.7654954204,4.5624918244,0,0,0,-0.529682845,0.8481957815,
1544592126.54899,-4.7128590162,4.4142538133,0,0,0,-0.6141090485,0.7892211835,
1544592129.95758,-4.6817662983,4.19414582,0,0,0,-0.7018668226,0.7123081941,
1544592130.27093,-4.6833857419,4.1831001688,0,0,0,-0.77250995,0.6350026591,
1544592130.67026,-4.7049820074,4.1405556138,0,0,0,-0.838132722,0.5454663512,
1544592131.06313,-4.7958937123,4.0043276729,0,0,0,-0.890269086,0.4554349069,
1544592131.46251,-4.9180671892,3.8825851379,0,0,0,-0.9339991461,0.3572752371,
1544592131.93518,-5.0911856232,3.7748630674,0,0,0,-0.9695688427,0.2448188293,
1544592132.56775,-5.3832401564,3.6566250505,0,0,0,-0.9902329158,0.1394229983,
1544592133.28036,-5.7212365807,3.5928629328,0,0,0,-0.9962193746,0.0868732278,
1544592133.91378,-6.0281741435,3.5449582129,0,0,0,-0.9967896757,0.0800646135,
1544592134.54538,-6.3417690604,3.497274651,0,0,0,-0.9969479984,0.0780684856,
1544592135.25783,-6.6565892199,3.4440563689,0,0,0,-0.9965096267,0.0834779249,
1544592136.5231,-6.9586396014,3.3866478313,0,0,0,-0.9947945226,0.1019012158,
1544592137.38947,-7.0043714212,3.3736549193,0,0,0,-0.9763616155,0.2161434609,
1544592137.70878,-7.0009198767,3.3693864332,0,0,0,-0.9482106609,0.3176421611,
1544592138.1814,-6.9951375615,3.3641970167,0,0,0,-0.9110318526,0.4123359837,
1544592143.6476,-7.026411153,3.3051848075,0,0,0,-0.8561342832,0.5167534122,
1544592144.0405,-7.0874873449,3.1451478519,0,0,0,-0.7961193672,0.6051396146,
1544592144.43963,-7.1040950253,2.9713615743,0,0,0,-0.7284777694,0.6850694413,
1544592144.91267,-7.0869596859,2.7713544857,0,0,0,-0.6427367791,0.7660870922,
1544592145.31172,-7.0418870865,2.6173110736,0,0,0,-0.5610426767,0.8277868777,
1544592145.78467,-6.9535575479,2.4501465006,0,0,0,-0.4580675139,0.8889174049,
1544592146.33776,-6.7797027777,2.258043,0,0,0,-0.3606121482,0.9327158616,
1544592146.73667,-6.6771448933,2.1872379749,0,0,0,-0.2535254862,0.9673287072,
1544592147.44911,-6.4252913899,2.087441344,0,0,0,-0.1811752041,0.9834508353,
1544592148.95999,-6.255696391,2.0136906809,0,0,0,-0.2841984761,0.9587654698,
1544592149.51273,-6.0374027669,1.8481495699,0,0,0,-0.3401714547,0.9403634305,
1544592150.14539,-5.8235909508,1.6306030401,0,0,0,-0.3963737114,0.9180892554,
1544592150.77801,-5.6139455318,1.3969155526,0,0,0,-0.4068453093,0.9134970686,
1544592151.49082,-5.4224720153,1.179934777,0,0,0,-0.4160543935,0.9093397284,
1544592154.10047,-5.2382102574,0.9586214093,0,0,0,-0.4382974185,0.8988300022,
1544592154.81299,-5.1553660391,0.8672058114,0,0,0,-0.3431524236,0.9392797316,
1544592156.07832,-5.1595805884,0.8671484871,0,0,0,-0.4386682401,0.8986490834,
1544592159.00786,-5.1605879546,0.8705927503,0,0,0,-0.5309938498,0.8473756732,
1544592161.22037,-5.1663339249,0.8731326157,0,0,0,-0.4416911353,0.8971671756,
1544592162.89044,-5.1775260891,0.8676496604,0,0,0,-0.5360418543,0.8441914063,
1544592164.94068,-5.180998941,0.871011161,0,0,0,-0.4465930057,0.8947372169,
1544592167.07822,-5.178043692,0.8676502214,0,0,0,-0.540242719,0.8415092421,
1544592168.26357,-5.167667455,0.8748332505,0,0,0,-0.4517790246,0.8921298745,
1544592169.84785,-5.1648215499,0.8789967706,0,0,0,-0.5422278667,0.8402314804,
1544592171.74564,-5.1679084467,0.8769758015,0,0,0,-0.4520371597,0.8919991067,
1544592173.57107,-5.1632947693,0.8772054517,0,0,0,-0.5448884028,0.8385085739,
1544592175.30795,-5.1613437316,0.8843502287,0,0,0,-0.45131999,0.8923621835,
1544592177.21182,-5.1608863067,0.8894328115,0,0,0,-0.5478453189,0.8365796475,
1544592178.79047,-5.1529874392,0.8936057186,0,0,0,-0.4595557238,0.8881489384,
1544592180.06184,-5.1561337189,0.8954205692,0,0,0,-0.5498723121,0.8352487296,
1544592182.12061,-5.1576856801,0.8946801175,0,0,0,-0.4565980095,0.8896731185,
1544592183.1507,-5.1496611386,0.9006105979,0,0,0,-0.5474612435,0.8368310384,
1544592186.63309,-5.1512271333,0.9014464778,0,0,0,-0.6326224159,0.7744603792,
1544592187.89839,-5.1578538181,0.9006150259,0,0,0,-0.5464433566,0.8374960645,
1544592188.85033,-5.1563451581,0.8966575656,0,0,0,-0.4519170731,0.8920599526,
1544592190.43476,-5.1564594628,0.8961772429,0,0,0,-0.5461797979,0.8376679703,
1544592192.09321,-5.1531301214,0.8972603137,0,0,0,-0.4580485344,0.8889271849,
1544592193.99693,-5.1498298413,0.8981558912,0,0,0,-0.5491738891,0.8357081066,
1544592195.7351,-5.1482547574,0.9053499524,0,0,0,-0.4610608597,0.8873685163,
1544592196.92046,-5.1214043961,0.8700704244,0,0,0,-0.5482783111,0.8362959366,
1544592197.32117,-5.1062867936,0.8354971606,0,0,0,-0.6423992835,0.7663701198,
1544592197.71884,-5.1039245394,0.8253110485,0,0,0,-0.7300846814,0.6833566843,
1544592198.50532,-5.1646317975,0.5495398838,0,0,0,-0.7892754808,0.6140392621,
1544592199.21737,-5.2459471488,0.2855834916,0,0,0,-0.7985368748,0.6019458942,
1544592199.84991,-5.3256229093,0.0479487106,0,0,0,-0.8004171451,0.5994434033,
1544592200.48285,-5.3887323406,-0.1975325287,0,0,0,-0.7846375847,0.6199547247,
1544592201.19508,-5.4294236656,-0.4646514508,0,0,0,-0.713114017,0.7010480716,
1544592201.66794,-5.4030325723,-0.6154541297,0,0,0,-0.6378683521,0.7701454183,
1544592202.06714,-5.37498414,-0.7193816929,0,0,0,-0.5559862994,0.831191455,
1544592203.33233,-5.2973974401,-0.8626213142,0,0,0,-0.4519246904,0.8920560936,
1544592203.80545,-5.1504558069,-0.99629038,0,0,0,-0.343907365,0.9390035805,
1544592204.27828,-4.969597155,-1.0929690091,0,0,0,-0.2302661974,0.9731276783,
1544592204.75721,-4.7727755498,-1.1509332876,0,0,0,-0.1109630662,0.9938245308,
1544592205.23011,-4.5561105274,-1.1550566947,0,0,0,0.0071150194,0.9999746879,
1544592205.70316,-4.3534721194,-1.1128738872,0,0,0,0.1241361027,0.9922652004,
1544592206.18232,-4.1503656228,-1.0246445478,0,0,0,0.2433874305,0.9699291514,
1544592206.6554,-3.9719993298,-0.9027526343,0,0,0,0.3515206472,0.9361801293,
1544592207.28772,-3.7729511686,-0.6714864375,0,0,0,0.4485344156,0.893765561,
1544592207.84655,-3.615251922,-0.4427936846,0,0,0,0.464658298,0.8854900712,
1544592208.39926,-3.4423095544,-0.2091451299,0,0,0,0.4508599514,0.8925947032,
1544592209.11183,-3.2640297154,0.0153530558,0,0,0,0.4412683125,0.8973752149,
1544592210.297,-3.0829066229,0.2386656937,0,0,0,0.4287110924,0.9034416413,
1544592210.6965,-3.0670958553,0.2447222551,0,0,0,0.3239546903,0.9460725969,
1544592211.08939,-3.0652661434,0.2426651315,0,0,0,0.2207052241,0.975340558,
1544592211.96144,-3.0579914698,0.2408110681,0,0,0,0.1156523033,0.9932897587,
1544592219.2394,-2.7709218722,0.2897093495,0,0,0,0.0584345946,0.9982912391,
1544592219.79986,-2.4934919689,0.3115038377,0,0,0,0.0118099565,0.99993026,
1544592220.35125,-2.2123332153,0.3076256592,0,0,0,-0.0103690978,0.9999462395,
1544592220.90394,-1.9305130346,0.3053458205,0,0,0,-0.0178646061,0.9998404152,
1544592221.45657,-1.6546922556,0.3029359472,0,0,0,-0.0096732545,0.999953213,
1544592222.00952,-1.3646425552,0.3132641585,0,0,0,0.0232136672,0.9997305265,
1544592222.56201,-1.0959901275,0.3377010961,0,0,0,0.0582431946,0.9983024243,
1544592223.12107,-0.8165676059,0.3824503173,0,0,0,0.0891777375,0.9960157284,
1544592223.75391,-0.5141815657,0.4573971002,0,0,0,0.13440506,0.9909264755,
1544592224.38614,-0.2101559808,0.5554663796,0,0,0,0.1684420061,0.9857115656,
1544592225.01891,0.0931170125,0.6728602831,0,0,0,0.1824741655,0.9832106483,
1544592226.20413,0.3875840343,0.7918570714,0,0,0,0.2093662536,0.9778372931,
1544592227.47546,0.5188784839,0.8564841426,0,0,0,0.1094058753,0.9939971602,
1544592228.10804,0.523383209,0.852419368,0,0,0,0.0073618804,0.999972901,
1544592231.90965,0.6149812331,0.8320195945,0,0,0,-0.1099266365,0.9939397037,
1544592232.30285,0.7741608295,0.7711005231,0,0,0,-0.2142791618,0.9767724611,
1544592232.77571,0.9323583542,0.6577374612,0,0,0,-0.3276540601,0.9447977651,
1544592233.33651,1.1234807905,0.4577780052,0,0,0,-0.4300636648,0.9027985624,
1544592234.04708,1.3257827707,0.1590442663,0,0,0,-0.4778293467,0.8784526825,
1544592234.75344,1.5269070608,-0.1388178296,0,0,0,-0.4487617425,0.8936514413,
1544592235.38596,1.7384654796,-0.3748564848,0,0,0,-0.367557472,0.930000809,
1544592236.01846,1.9904846771,-0.5763866363,0,0,0,-0.2983136988,0.9544678816,
1544592236.57736,2.2257286089,-0.7175327987,0,0,0,-0.2357446814,0.9718150262,
1544592237.13011,2.4794947043,-0.8116860159,0,0,0,-0.1450727776,0.9894209868,
1544592237.68301,2.756114112,-0.85717551,0,0,0,-0.0623387888,0.9980550463,
1544592238.23569,3.0409103389,-0.8716004977,0,0,0,-0.0107787261,0.9999419078,
1544592239.10799,3.3012224587,-0.8706124745,0,0,0,0.0297668768,0.9995568683,
1544592240.21318,3.5709261292,-0.8244577237,0,0,0,0.1104030565,0.9938868976,
1544592240.69235,3.5836518443,-0.8211413198,0,0,0,-0.0070123612,0.9999754131,
1544592241.3249,3.5854000349,-0.8213229459,0,0,0,-0.1149534873,0.9933708752,
1544592247.89047,3.5885592358,-0.8169700961,0,0,0,-0.0038405815,0.9999926249,
1544592248.28379,3.5846903493,-0.809219294,0,0,0,0.12025401,0.9927431556,
1544592248.67651,3.5845821054,-0.7969107782,0,0,0,0.2436978889,0.9698511942,
1544592248.99725,3.5815541887,-0.7931412786,0,0,0,0.347558064,0.9376584624,
1544592249.3891,3.6097777015,-0.74557576,0,0,0,0.446095709,0.8949852615,
1544592249.86808,3.7077741439,-0.5726245712,0,0,0,0.5537599497,0.8326763586,
1544592250.34111,3.7522144504,-0.3703375092,0,0,0,0.651859951,0.7583393728,
1544592250.8156,3.7523735517,-0.1592147796,0,0,0,0.7376826421,0.675147628,
1544592251.293,3.7019843811,0.0501648042,0,0,0,0.8091146732,0.5876507854,
1544592251.84582,3.5880076685,0.3021941909,0,0,0,0.8657348134,0.5005029799,
1544592252.55811,3.3668204111,0.6077278119,0,0,0,0.9140126286,0.4056857341,
1544592253.19071,3.1235484036,0.8600899919,0,0,0,0.9361265074,0.3516634217,
1544592253.8294,2.8627082775,1.0786958877,0,0,0,0.9486698463,0.3162681184,
1544592254.46204,2.6021109879,1.2742694117,0,0,0,0.9502645878,0.3114437561,
1544592255.0946,2.3412054581,1.471758985,0,0,0,0.9478837145,0.3186164839,
1544592255.7271,2.0853120001,1.677293751,0,0,0,0.9410384422,0.3382996456,
1544592256.35977,1.8498847045,1.8875068056,0,0,0,0.9276691369,0.3734032304,
1544592256.9923,1.632191744,2.1238464054,0,0,0,0.9161318159,0.4008771581,
1544592257.70493,1.4006210116,2.3918808555,0,0,0,0.905219472,0.4249443582,
1544592258.41719,1.1863861038,2.6800766815,0,0,0,0.8871480122,0.4614849991,
1544592259.12975,0.9949634316,2.9830335366,0,0,0,0.867598935,0.4972646056,
1544592259.84208,0.832966436,3.3054222013,0,0,0,0.8453586558,0.5341991604,
1544592260.71417,0.7068556571,3.5865701905,0,0,0,0.8368233104,0.5474730561,
1544592263.55806,0.5825562448,3.8743704786,0,0,0,0.8335228447,0.5524849929,
1544592276.45529,0.5146479966,4.0334938184,0,0,0,0.8858499072,0.4639719192,
1544592290.45238,0.2947620174,4.3107961477,0,0,0,0.8941469264,0.4477736862,
1544592298.52236,0.0882836367,4.5965643741,0,0,0,0.8904950349,0.4549929592,
1544592304.77471,-0.1162451856,4.8939945441,0,0,0,0.8871097028,0.4615586367,
1544592310.07501,-0.308187835,5.1765552151,0,0,0,0.8854818727,0.4646739212,
1544592314.74279,-0.4878570913,5.4584081197,0,0,0,0.8823734769,0.4705497289,
